Country,Year,Total Energy Consumption (TWh),Per Capita Energy Use (kWh),Renewable Energy Share (%),Fossil Fuel Dependency (%),Industrial Energy Use (%),Household Energy Use (%),Carbon Emissions (Million Tons),Energy Price Index (USD/kWh)
Brazil,2023,5223.586896551724,24981.717586206898,49.74620689655172,47.671379310344825,40.59344827586207,25.655862068965515,2467.88275862069,0.27999999999999997
Brazil,2024,5196.459230769231,28180.42076923077,51.727179487179484,44.38461538461539,41.492820512820515,25.888974358974362,2777.1105128205127,0.2846153846153846
Canada,2000,5518.943181818182,23702.952045454545,53.06977272727273,41.26931818181818,38.26613636363636,25.441136363636364,2303.5434090909093,0.2652272727272727
Canada,2001,5010.337777777778,28981.876111111113,49.55444444444444,41.09888888888889,37.61638888888889,24.25888888888889,2268.6299999999997,0.3030555555555556
Canada,2002,4663.5235897435905,26679.7758974359,48.51846153846154,47.06461538461539,35.505641025641026,24.62076923076923,2224.923846153846,0.29717948717948717
Canada,2003,5826.333225806451,24595.780322580642,46.274193548387096,41.26870967741935,37.784516129032255,23.23967741935484,2646.3367741935485,0.27516129032258063
Canada,2004,5550.945952380952,24104.833333333332,47.65071428571429,40.315238095238094,38.467619047619046,25.703095238095237,2822.267380952381,0.2642857142857143
Canada,2005,5810.080769230769,24473.056666666667,37.03564102564102,47.16538461538462,39.832564102564106,23.816153846153846,2487.46641025641,0.28564102564102567
Canada,2006,5102.506111111111,24491.173055555555,52.757222222222225,49.11194444444445,38.99888888888889,27.58138888888889,2672.59,0.27
Canada,2007,5352.87756097561,27588.05512195122,46.809512195121954,42.85634146341463,40.92463414634147,23.19439024390244,2514.5346341463414,0.29317073170731706
Canada,2008,4939.464615384615,25354.73769230769,44.970512820512816,44.2125641025641,40.902307692307694,24.063589743589745,2361.882051282051,0.2487179487179487
Canada,2009,5379.656285714285,25314.22857142857,41.846,47.59,39.61914285714286,25.14914285714286,2330.516,0.25285714285714284
Canada,2010,5762.6025,26373.568214285715,52.169642857142854,43.966071428571425,41.59357142857142,26.64785714285714,2693.634642857143,0.3339285714285714
Canada,2011,4723.65976744186,23641.05093023256,51.11418604651163,38.73441860465116,40.73279069767442,27.293488372093027,2299.6344186046513,0.2983720930232558
Canada,2012,5251.817777777778,21223.935555555556,44.09027777777778,44.39111111111111,42.933611111111105,27.53027777777778,2095.536111111111,0.25194444444444447
Canada,2013,4767.586739130435,27284.041956521738,47.19282608695652,46.708260869565216,40.133478260869566,24.58282608695652,3053.6776086956525,0.275
Canada,2014,4773.334210526316,23758.871052631577,51.98263157894737,48.26157894736842,39.808157894736844,21.64184210526316,2804.767105263158,0.26421052631578945
Canada,2015,4896.914210526315,25210.277719298247,44.75105263157894,43.19122807017544,37.72456140350877,25.677017543859648,2461.0014035087715,0.2673684210526316
Canada,2016,5451.822631578948,27995.653421052633,55.25,37.14131578947368,42.82763157894737,24.132368421052632,2835.0486842105265,0.3192105263157895
Canada,2017,5645.35225,26814.250500000002,46.412,41.1005,41.745999999999995,25.754250000000003,2491.177,0.27999999999999997
Canada,2018,4803.751351351351,23179.135135135137,45.072162162162165,47.42540540540541,40.391891891891895,24.653783783783787,2471.425675675676,0.2745945945945946
Canada,2019,4339.250980392157,24266.12960784314,49.20745098039215,49.55627450980392,38.71058823529412,24.936666666666667,2480.596470588235,0.28980392156862744
Canada,2020,4713.8946153846155,25287.803076923075,46.24384615384615,44.402499999999996,40.50846153846154,25.117692307692305,2827.8611538461537,0.2890384615384615
Canada,2021,5103.516956521739,26545.92217391304,44.95782608695652,46.85586956521739,40.98239130434783,24.075652173913046,2461.0823913043478,0.30195652173913046
Canada,2022,4180.507567567567,24443.85837837838,48.25783783783784,38.498378378378376,39.41108108108108,25.70081081081081,2506.500810810811,0.20756756756756756
Canada,2023,5273.324090909091,26256.385454545452,51.967954545454546,46.53613636363636,41.45590909090909,26.37090909090909,2478.2604545454546,0.2975
Canada,2024,5033.464761904762,24150.606904761906,46.18214285714286,45.8597619047619,42.84119047619048,26.169047619047618,2739.0159523809525,0.2745238095238095
China,2000,4971.378863636363,24544.62931818182,46.42431818181819,45.60363636363636,37.62409090909091,22.48159090909091,2392.679772727273,0.2827272727272727
China,2001,4624.71,21630.80911764706,48.81117647058824,44.235,43.16264705882353,25.649411764705885,2379.0423529411764,0.2952941176470589
China,2002,4746.880434782609,27737.258695652174,41.69565217391305,47.05173913043478,40.20304347826087,24.60782608695652,2716.0852173913045,0.2778260869565218
China,2003,4839.081875,27001.477708333332,47.66791666666666,45.350625,38.71541666666666,25.06375,2593.0377083333333,0.27875
China,2004,5850.1665,25838.91275,43.6,46.225,39.8735,23.944,2481.00025,0.27275
China,2005,5081.780909090909,24862.226818181818,49.16931818181818,46.02045454545455,36.69795454545454,26.072727272727274,2263.689545454545,0.3231818181818182
China,2006,5337.304249999999,23883.72725,53.826750000000004,48.1215,35.962,25.58125,2600.46225,0.24
China,2007,4833.8755813953485,26866.362790697676,41.27023255813954,45.78232558139535,39.310697674418606,25.12046511627907,2591.1802325581393,0.2720930232558139
China,2008,5074.035945945946,23950.541891891895,43.07783783783783,47.239729729729724,41.464594594594594,24.024864864864863,2556.8854054054054,0.28135135135135136
China,2009,5156.359166666666,22634.677708333333,45.43208333333333,42.952708333333334,38.753750000000004,25.307291666666668,2721.8975,0.2602083333333333
China,2010,4705.095862068965,23635.484137931035,48.236551724137925,43.928275862068965,35.972068965517245,24.580000000000002,2779.4896551724137,0.2786206896551724
China,2011,5265.9363414634145,25062.063414634147,52.62048780487805,45.05390243902439,41.14585365853659,25.682926829268293,2896.6882926829267,0.28756097560975613
China,2012,5101.24,22964.268684210525,51.79342105263158,44.385263157894734,39.723684210526315,23.41184210526316,2562.42,0.28210526315789475
China,2013,4682.840857142857,30162.759142857143,54.22971428571429,47.60914285714286,40.11371428571429,24.358,2659.346,0.33
China,2014,5677.001489361703,26306.466595744678,48.99,46.42659574468085,42.28851063829787,25.88872340425532,2536.4670212765955,0.2682978723404255
China,2015,4610.406923076923,29072.98153846154,46.15820512820513,50.79846153846154,38.64333333333333,24.90025641025641,2468.3653846153848,0.2874358974358974
China,2016,4321.647307692308,26513.641153846154,47.89519230769231,45.675,40.199615384615385,25.599230769230772,2519.0884615384616,0.2767307692307692
China,2017,5418.302500000001,21038.21138888889,42.64611111111111,48.680277777777775,39.245,26.965833333333332,3040.2325,0.245
China,2018,4578.821818181818,25483.305227272725,47.95090909090909,42.52431818181818,38.33772727272728,26.70340909090909,2570.1225,0.27568181818181814
China,2019,5484.188999999999,22964.8,42.43633333333333,52.564,42.24433333333333,25.446666666666665,2569.3403333333335,0.315
China,2020,5415.434571428571,26065.49428571429,41.889714285714284,48.53485714285714,41.31142857142857,26.714,2546.9114285714286,0.2902857142857143
China,2021,5563.310930232558,23487.861860465116,39.195116279069765,46.238837209302325,43.41930232558139,25.131162790697676,2421.997906976744,0.273953488372093
China,2022,4182.516176470588,26982.139705882353,52.98941176470588,39.1614705882353,40.84176470588235,24.25294117647059,2908.0214705882354,0.2797058823529412
China,2023,4953.820697674419,27464.25093023256,46.688372093023254,45.56813953488372,39.43279069767441,28.049302325581394,2637.886046511628,0.2802325581395349
China,2024,5342.0605263157895,26335.893684210525,48.46526315789474,45.50684210526316,42.04921052631579,25.629210526315788,2730.9715789473685,0.29578947368421055
Germany,2000,4744.651142857143,22141.81942857143,44.75457142857143,46.564571428571426,40.937999999999995,25.32542857142857,2450.595142857143,0.29171428571428576
Germany,2001,5293.021304347826,26383.50239130435,60.46891304347827,46.68717391304348,39.015,24.819782608695654,2139.959565217391,0.2358695652173913
Germany,2002,4640.5767857142855,26593.95464285714,38.964285714285715,43.02178571428571,37.42142857142857,26.09392857142857,2631.131428571429,0.25035714285714283
Germany,2003,5098.263,26258.39625,50.16525,41.59025,42.907,24.6255,2395.4477500000003,0.26349999999999996
Germany,2004,5104.755641025641,24133.957435897435,43.43282051282051,42.446666666666665,41.300000000000004,24.534615384615385,2691.3484615384614,0.2453846153846154
Germany,2005,5275.165,22752.49068181818,48.54363636363637,44.67613636363637,39.92318181818182,25.26863636363636,2697.6547727272728,0.26545454545454544
Germany,2006,4903.168571428571,25485.38142857143,54.138285714285715,55.157714285714285,41.52285714285714,24.426857142857145,2411.039714285714,0.224
Germany,2007,5382.410588235294,25975.807647058824,45.557647058823534,42.60852941176471,40.44941176470588,25.419999999999998,2699.4182352941175,0.2917647058823529
Germany,2008,4864.176388888889,27711.129722222224,44.278055555555554,47.49361111111111,43.75138888888889,26.131944444444443,2440.179166666667,0.265
Germany,2009,5738.230909090909,29087.61212121212,51.164242424242424,47.92242424242424,39.09878787878788,23.095757575757574,2514.208181818182,0.26878787878787874
Germany,2010,5925.689375,25789.094375,47.3621875,46.0853125,35.898125,26.1303125,2295.761875,0.25906250000000003
Germany,2011,4996.294117647059,20251.687647058825,46.273823529411764,36.905,41.20058823529411,23.044999999999998,2449.0473529411765,0.29970588235294116
Germany,2012,5022.160333333333,22492.336666666666,43.06166666666666,46.117666666666665,40.855000000000004,26.169666666666668,2721.096,0.24400000000000002
Germany,2013,6117.35625,25088.21325,39.883750000000006,47.881,39.95175,23.32725,2651.96675,0.2465
Germany,2014,4504.00137254902,24546.722156862746,47.04078431372549,47.244313725490194,39.21901960784314,27.340392156862745,2227.85431372549,0.26588235294117646
Germany,2015,5563.632666666666,21236.122,43.882,41.1,39.94022222222222,25.418444444444443,2582.9675555555555,0.2222222222222222
Germany,2016,5220.763428571428,27706.283714285713,41.888,48.831714285714284,40.75028571428572,23.11057142857143,2838.882,0.23142857142857143
Germany,2017,4689.8446,26163.3108,44.601000000000006,43.8634,41.805600000000005,24.1008,2524.6038,0.2736
Germany,2018,4300.800303030303,22220.990606060604,49.34636363636364,44.525151515151514,42.69212121212121,26.41,2383.600909090909,0.29545454545454547
Germany,2019,5940.488043478261,23120.49086956522,41.88782608695652,46.74978260869565,42.43934782608696,25.652391304347827,2431.1404347826087,0.275
Germany,2020,5407.767199999999,23308.7658,48.741800000000005,49.9304,38.6306,23.0214,2622.5690000000004,0.2796
Germany,2021,5800.407906976744,22488.139767441862,42.681395348837206,44.042325581395346,40.809767441860465,24.066511627906973,2390.5432558139537,0.28186046511627905
Germany,2022,5641.778888888889,24867.427333333333,44.596,48.05488888888888,36.970222222222226,26.10511111111111,2613.7142222222224,0.2842222222222222
Germany,2023,4415.392894736842,22795.84552631579,45.54210526315789,42.25657894736842,42.084736842105265,26.429736842105264,2506.6768421052634,0.25157894736842107
Germany,2024,4542.038275862068,24655.03482758621,48.12862068965517,41.279999999999994,41.2396551724138,25.515172413793106,2233.6437931034484,0.23310344827586207
India,2000,4628.0254545454545,25371.750303030305,43.74030303030303,45.74484848484848,40.32030303030303,24.118787878787877,2144.403333333333,0.2772727272727273
India,2001,5283.080256410257,28772.269743589743,50.25051282051282,42.72846153846154,41.485128205128206,23.36948717948718,2632.548717948718,0.23923076923076922
India,2002,5730.148666666666,24502.673000000003,49.095666666666666,44.794,40.854,26.98166666666667,2395.6929999999998,0.2803333333333333
India,2003,5579.574102564103,27904.05205128205,38.88333333333333,46.992051282051285,39.699999999999996,26.99794871794872,2621.9969230769234,0.30128205128205127
India,2004,4739.784166666667,26244.859166666665,47.40138888888889,47.732777777777784,39.5925,21.797777777777778,2589.3616666666667,0.30416666666666664
India,2005,6014.944761904761,23030.287857142856,44.32,41.777142857142856,38.27333333333333,25.293571428571425,2488.5230952380953,0.2938095238095238
India,2006,5998.485151515152,20428.569393939397,50.593030303030304,53.632121212121206,42.07757575757576,27.448787878787876,2878.0581818181818,0.243030303030303
India,2007,5454.3935,24871.815,50.574,46.408249999999995,37.61925,25.200499999999998,2605.7397499999997,0.2515
India,2008,5362.20512195122,25264.088048780486,45.6209756097561,45.01609756097561,42.14487804878049,25.55439024390244,2397.58,0.2680487804878049
India,2009,4387.108108108108,25228.655945945946,48.54378378378378,44.93756756756757,38.68756756756757,26.09756756756757,2568.063243243243,0.2672972972972973
India,2010,4999.066315789473,27077.337368421053,44.17,39.14342105263158,38.613684210526316,25.827894736842108,2591.2847368421053,0.25815789473684214
India,2011,5620.997878787879,23304.886666666665,44.49121212121212,39.99,39.53424242424243,23.783636363636365,2078.1918181818182,0.273939393939394
India,2012,4749.126111111111,25823.11574074074,52.163148148148146,49.83796296296296,41.48407407407407,25.466481481481484,2530.728333333333,0.24000000000000002
India,2013,6033.636153846154,25985.986666666668,45.02230769230769,47.294102564102566,39.18974358974359,23.615897435897434,2360.347435897436,0.2676923076923077
India,2014,5174.790540540541,23031.54783783784,42.17567567567568,43.78594594594595,38.741081081081084,23.661351351351353,2588.571081081081,0.2810810810810811
India,2015,5569.567647058824,22932.04549019608,46.888823529411766,42.34196078431373,41.121568627450976,24.10745098039216,2517.5192156862745,0.2362745098039216
India,2016,5190.375333333333,20494.82511111111,46.77733333333333,46.938222222222215,39.678,25.623555555555555,2765.1444444444446,0.2782222222222222
India,2017,4987.627058823529,24862.407450980394,49.34117647058824,43.07666666666666,42.60980392156863,25.01921568627451,2340.515098039216,0.25450980392156863
India,2018,5530.025576923077,25650.752500000002,56.457499999999996,49.197692307692314,40.489615384615384,25.099038461538463,2537.314038461539,0.26403846153846156
India,2019,6172.6628125,21551.994375000002,50.5359375,45.6615625,40.851875,28.4446875,2777.3034375,0.3065625
India,2020,5413.352727272727,23350.192045454543,47.677727272727275,41.66090909090909,37.6875,22.654772727272725,2942.270681818182,0.2890909090909091
India,2021,4680.330606060606,22188.41787878788,47.291818181818186,41.21575757575758,38.90242424242424,22.636666666666667,2186.3393939393936,0.24939393939393942
India,2022,4922.3514583333335,24709.144166666665,52.01479166666667,46.63916666666666,39.2575,27.295833333333334,2911.857083333333,0.2791666666666667
India,2023,5353.260810810811,25293.07108108108,45.49216216216216,49.666486486486484,42.35162162162162,27.720810810810814,2348.925135135135,0.2991891891891892
India,2024,4163.4731249999995,21407.8521875,47.470625,38.5284375,40.9421875,27.794999999999998,2624.4228125,0.2715625
Japan,2000,5044.533714285714,24890.76685714286,43.38657142857143,45.99971428571428,41.84771428571429,23.17,2488.407428571428,0.2934285714285714
Japan,2001,4565.9665853658535,25903.307560975612,47.72073170731707,44.12731707317073,40.44073170731707,26.53682926829268,2545.8543902439023,0.29634146341463413
Japan,2002,4321.012727272727,26807.283863636363,45.360681818181824,45.76045454545454,40.41318181818182,25.593636363636367,2188.658636363636,0.28
Japan,2003,5144.581395348837,22301.523488372095,46.74953488372093,48.44279069767442,38.91279069767442,25.40418604651163,2429.528604651163,0.24232558139534885
Japan,2004,5041.954571428571,26087.24428571429,46.543142857142854,48.45142857142857,40.336,23.776571428571426,2282.7582857142856,0.2702857142857143
Japan,2005,5494.753720930233,27474.655116279067,49.41162790697674,47.628604651162796,38.40651162790698,24.31,2606.0455813953486,0.27511627906976743
Japan,2006,4587.004390243902,23177.9156097561,49.73048780487805,45.88878048780488,40.650000000000006,27.60951219512195,2532.3948780487804,0.2704878048780488
Japan,2007,5802.85552631579,25001.47105263158,44.13421052631579,41.19421052631579,41.072631578947366,23.75342105263158,2184.1194736842103,0.2555263157894737
Japan,2008,5343.987647058824,24575.610882352943,41.64411764705883,43.60411764705882,38.57647058823529,28.68470588235294,3166.206176470588,0.3014705882352941
Japan,2009,6076.808936170213,20896.95574468085,48.36914893617021,46.33659574468086,40.33276595744681,27.872340425531913,2742.8123404255316,0.2721276595744681
Japan,2010,6103.193571428572,23490.33821428571,47.51535714285715,48.98392857142857,38.34928571428571,25.37357142857143,2604.5325000000003,0.2592857142857143
Japan,2011,5316.2245454545455,23792.18590909091,49.7109090909091,41.27636363636364,39.98477272727273,23.802954545454543,2431.281136363636,0.2604545454545455
Japan,2012,5953.860789473684,24429.706315789474,48.83894736842105,43.61763157894737,39.58289473684211,25.41078947368421,2761.886842105263,0.2868421052631579
Japan,2013,5084.366590909091,24696.477954545455,46.70840909090909,49.06227272727272,39.85704545454546,24.601363636363637,2580.6,0.2631818181818182
Japan,2014,4527.808627450981,25647.78529411765,46.499607843137255,41.88803921568628,40.38745098039216,24.232156862745097,2311.4317647058824,0.24490196078431373
Japan,2015,5818.436250000001,23961.773,47.160000000000004,38.935,43.69175,23.32125,2569.0885,0.26575000000000004
Japan,2016,5729.207083333334,24050.216875,47.63083333333333,44.710625,41.135625,25.103125000000002,2595.7679166666667,0.2925
Japan,2017,5016.76,20292.74090909091,43.54386363636364,40.7875,37.89568181818182,23.69090909090909,2281.5272727272727,0.29545454545454547
Japan,2018,5448.040697674419,24259.3111627907,45.90720930232558,40.23860465116279,39.8553488372093,24.73767441860465,2457.9227906976744,0.27744186046511626
Japan,2019,5224.871086956522,23108.750869565218,40.73804347826087,42.62586956521739,39.18630434782609,25.88173913043478,2420.211956521739,0.2826086956521739
Japan,2020,5607.170571428572,23592.620857142858,51.17,41.81485714285714,38.114,24.220285714285716,2279.144,0.28714285714285714
Japan,2021,6027.675,28175.112142857142,51.60392857142857,38.31392857142857,39.50535714285714,24.514642857142857,2362.3939285714287,0.2989285714285714
Japan,2022,5610.6503125,29783.9521875,48.61125,47.4821875,40.719375,23.0253125,2550.8803125,0.2928125
Japan,2023,4576.422727272728,26117.872727272726,54.02204545454545,50.385681818181816,39.93204545454545,23.650681818181816,2830.2745454545457,0.2809090909090909
Japan,2024,5335.2814285714285,24208.984999999997,46.090357142857144,46.901428571428575,37.26142857142857,24.0425,2945.4357142857143,0.26321428571428573
Russia,2000,4496.391470588235,28208.306764705885,52.686470588235295,45.17735294117647,38.506470588235295,26.93,2560.425588235294,0.2979411764705882
Russia,2001,4796.7275,30137.61375,47.941,39.214999999999996,40.36725,25.845499999999998,2325.58475,0.28700000000000003
Russia,2002,5570.297727272728,25991.98545454546,51.32818181818182,44.26772727272727,41.73704545454546,26.233636363636364,2500.632727272727,0.28818181818181815
Russia,2003,4809.322222222222,26589.358333333334,43.4325,47.656111111111116,42.795833333333334,23.68111111111111,2273.0644444444442,0.2436111111111111
Russia,2004,6259.611052631579,22746.912368421054,49.49473684210526,44.85,40.958684210526314,25.318684210526317,2379.412105263158,0.2773684210526316
Russia,2005,4385.282352941176,21986.323529411766,46.81205882352941,42.49441176470588,38.81382352941176,25.36735294117647,2708.8529411764707,0.2779411764705882
Russia,2006,4354.205777777778,21757.162,45.94133333333333,42.806222222222225,38.279111111111106,24.89755555555556,2339.559777777778,0.2566666666666667
Russia,2007,4846.850638297872,26560.51489361702,50.66404255319149,48.26404255319149,37.10936170212766,23.409787234042554,2415.776808510638,0.25957446808510637
Russia,2008,5741.14225,24769.754500000003,51.03575,39.09225,42.017,23.927,2552.5697499999997,0.26125
Russia,2009,4966.361730769231,23592.735961538463,44.30096153846154,44.39634615384615,40.33423076923077,25.85423076923077,2838.6251923076925,0.2571153846153846
Russia,2010,4747.759142857143,22508.25571428571,50.72142857142857,41.41657142857142,39.716,23.447999999999997,2684.6431428571427,0.276
Russia,2011,5633.204848484849,29475.434545454544,43.334545454545456,48.21363636363636,38.86636363636364,24.374848484848485,2303.200909090909,0.2690909090909091
Russia,2012,4688.025555555556,25132.08027777778,41.82555555555555,44.923611111111114,42.82611111111111,28.592499999999998,2640.8586111111113,0.2791666666666667
Russia,2013,5000.862413793104,24350.422068965516,49.227931034482765,44.756206896551724,39.59827586206896,26.206206896551723,2440.385517241379,0.26655172413793105
Russia,2014,5274.543409090909,26492.783863636363,43.842045454545456,46.96727272727273,38.28931818181818,24.105000000000004,2521.6145454545454,0.2902272727272727
Russia,2015,4441.496857142857,29562.594285714287,51.43742857142857,44.76914285714286,37.95542857142857,26.023714285714288,2571.546,0.2677142857142857
Russia,2016,5686.01,22030.90117647059,52.92794117647059,46.515882352941176,40.03823529411765,23.187058823529412,2866.214705882353,0.2811764705882353
Russia,2017,4325.955833333333,25436.674166666668,38.408750000000005,41.71,39.16625,24.348333333333333,2798.7933333333335,0.29083333333333333
Russia,2018,5327.355813953488,24982.097441860464,47.4853488372093,47.15279069767442,37.25186046511628,25.449302325581392,1888.350930232558,0.27767441860465114
Russia,2019,5183.89,24418.08911764706,44.817647058823525,45.34235294117647,42.944411764705876,25.002352941176472,2171.2505882352943,0.23823529411764705
Russia,2020,5724.279,27648.26275,50.62925,43.394,39.81675,23.445,2558.92,0.23900000000000002
Russia,2021,4373.38,25511.668157894735,44.811052631578946,44.032105263157895,40.25921052631579,24.181578947368422,2177.193947368421,0.27
Russia,2022,5169.189047619047,25888.064047619046,50.68571428571429,48.30095238095238,40.29142857142857,25.00047619047619,2600.0630952380952,0.23833333333333334
Russia,2023,4921.0342,23461.807,43.489399999999996,45.802600000000005,40.2754,23.5592,2691.3918,0.27399999999999997
Russia,2024,5392.822,27773.059749999997,55.4905,46.9675,39.5355,26.648000000000003,2556.84875,0.27775
UK,2000,5014.317333333333,21880.506444444447,51.17155555555555,39.57377777777778,39.55711111111111,24.789555555555555,2504.6813333333334,0.29844444444444446
